,Scheme_Name,Rating,Category,Launch_Date,Expense_Ratio,ret_1yr,AUM,Sortino_Ratio,Beta,Alpha,ret_3yr,ret_5yr,x,y,Scheme_Code
120596,ICICI Prudential Top 100 Fund - Direct Plan -  Growth,Unrated,EQ-S IT,1/1/2013,1.67,19.92,483.87,0.99,0.79,2.01,17.69,14.37,-1.2753853797912598,-22.51300621032715,120596
120599,ICICI Prudential Multicap Fund - Direct Plan -  Growth,* * * *,EQ-MLC,1/1/2013,1.34,-3.12,3102.98,0.98,0.85,1.71,16.15,17.52,10.433335304260254,-14.709407806396484,120599
120603,ICICI Prudential Long Term - Direct Plan -  Growth,* * *,EQ-L&MC,1/1/2013,1.13,-8.49,2899.97,0.71,0.8,-0.7,14.09,13.51,13.031478881835938,16.594762802124023,120603
120605,ICICI Prudential Gilt Fund Investment Plan PF Option - Direct Plan -Growth Option,* * *,EQ-MLC,1/1/2013,1.47,-5.3,611.6,0.89,0.8,0.31,14.02,12.92,20.05835723876953,24.35590362548828,120605
120608,ICICI Prudential Short Term Gilt Fund - Direct Plan -  Growth,Unrated,EQ-LC,9/18/2017,0.24,5.44,14.44,-,-,-,-,-,7.552712440490723,23.509756088256836,120608
120611,ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan -Growth Option,* * *,EQ-MLC,1/1/2013,1.47,-5.3,611.6,0.89,0.8,0.31,14.02,12.92,6.6150126457214355,19.384382247924805,120611
120616,ICICI Prudential MIP - 25 - Direct Plan -  Growth,* * *,EQ-MC,1/1/2013,1.34,-15.11,1512.74,0.7,0.8,0.38,15,20.59,7.120545387268066,1.9283325672149658,120616
120619,ICICI Prudential Income Opportunities Fund - Direct Plan -  Growth,Unrated,EQ-MLC,10/10/2014,-,-9.53,42.32,0.66,0.73,0.96,15.99,-,11.277189254760742,22.046567916870117,120619
120621,ICICI Prudential Infrastructure Fund - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,11.76494026184082,-34.07119369506836,120621
120623,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,-17.88482666015625,8.530513763427734,120623
120625,ICICI Prudential Interval Fund Annual Interval Plan I - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,-17.555431365966797,18.444631576538086,120625
120627,ICICI Prudential Interval Fund Annual Interval Plan II - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,-12.444001197814941,18.666908264160156,120627
120629,ICICI Prudential Interval Fund Annual Interval Plan III - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,-14.766888618469238,17.78870391845703,120629
120631,ICICI Prudential Interval Fund Annual Interval Plan IV - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,-13.644233703613281,16.260774612426758,120631
120636,ICICI Prudential Interval Fund Monthly Interval Plan I - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,-19.406776428222656,10.084367752075195,120636
120638,ICICI Prudential Interval Fund Quarterly Interval Plan 1 - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,-21.15270233154297,8.318166732788086,120638
120639,ICICI Prudential Interval Fund II Quarterly Interval - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,-18.244617462158203,8.495113372802734,120639
120642,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,-20.347206115722656,7.7133331298828125,120642
120643,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,-21.419294357299805,7.697282314300537,120643
120646,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,-13.603253364562988,12.526132583618164,120646
120649,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Direct Plan - Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,-21.11922264099121,8.12628173828125,120649
120652,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,-21.29458999633789,8.969497680664062,120652
120655,ICICI Prudential Interval Fund III Quarterly Interval - Direct Plan -  Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,-19.392677307128906,6.8615946769714355,120655
120656,UTI - Master Share-Growth Option - Direct,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,4.035717964172363,-26.613615036010742,120656
120661,ICICI Prudential Interval Fund V Monthly Interval Plan A - Direct Plan - Growth,* * *,EQ-S INFRA,1/1/2013,1.52,-19.77,1186.56,0.42,0.94,1.67,11.63,13.53,-14.558245658874512,13.822195053100586,120661
120662,UTI - Equity Fund-Growth Option - Direct,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,4.355172157287598,-24.80645179748535,120662
120665,UTI - TOP 100 Fund- Growth Option - Direct,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,5.197965621948242,-26.73892593383789,120665
120668,ICICI Prudential MIP - Direct Plan -  Growth,* * *,EQ-MC,1/1/2013,1.34,-15.11,1512.74,0.7,0.8,0.38,15,20.59,8.806784629821777,2.1087887287139893,120668
120670,ICICI Prudential Corporate Bond Fund - Direct Plan -  Growth,Unrated,EQ-MLC,1/22/2016,-,-20.22,15.24,1.02,0.72,1.2,13.47,-,3.2585153579711914,24.993532180786133,120670
120674,UTI - Balanced Fund-Growth - Direct,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,4.854935169219971,-17.616121292114258,120674
120676,ICICI Prudential Regular Income Fund - Direct Plan -  Growth,Unrated,EQ-S Pharma,7/9/2018,0.21,-,1458.5,-,-,-,-,-,-7.929159164428711,30.046457290649414,120676
120679,ICICI Prudential Moderate - Direct Plan -  Growth,* * *,EQ-MC,1/1/2013,1.34,-15.11,1512.74,0.7,0.8,0.38,15,20.59,6.1272406578063965,-7.490977764129639,120679
120682,UTI - MNC Fund (UGS 10000)-Growth Option - Direct,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,-7.274547576904297,-17.5015811920166,120682
120684,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  Growth,* * * * *,EQ-LC,1/1/2013,0.44,-13.16,357.84,0.73,1.03,0.09,15.93,17.53,1.976342797279358,-15.609615325927734,120684
120685,ICICI Prudential Regular Gold Savings Fund - Direct Plan -  Growth,Unrated,EQ-S Pharma,7/9/2018,0.21,-,1458.5,-,-,-,-,-,-6.003289699554443,8.360772132873535,120685
120688,ICICI Prudential Exports and Other Services Fund - Direct Plan - Growth,Unrated,EQ-T DIV Y,5/16/2014,1.79,-16.18,177.54,0.82,1,-2.05,14.82,-,-9.679059982299805,-17.104511260986328,120688
120689,UTI Bond Fund-Growth - Direct,* * *,EQ-S BANK,1/1/2013,1.55,-7.3,652.84,0.82,0.98,-1.73,21.38,19.93,16.240604400634766,21.76407241821289,120689
120692,ICICI Prudential Ultra Short Term - Direct Plan -  Growth,Unrated,EQ-S IT,1/1/2013,1.67,19.92,483.87,0.99,0.79,2.01,17.69,14.37,-2.35673451423645,23.58172607421875,120692
120700,ICICI Prudential Very Aggressive - Direct Plan -  Growth,Unrated,EQ-MLC,10/28/2016,-,-11.89,269.77,-,-,-,-,-,1.3247592449188232,2.797403335571289,120700
120702,ICICI Prudential Dynamic Accrual Plan - Direct Plan -  Growth,Unrated,EQ-T DIV Y,5/16/2014,1.79,-16.18,177.54,0.82,1,-2.05,14.82,-,4.138669967651367,22.9366455078125,120702
120705,Aditya Birla Sun Life MIP II - Wealth 25 Plan - Growth / Payment - Direct Plan,* *,EQ-MC,1/1/2013,1.29,-17.82,2146.2,0.36,0.94,-3.42,12.72,18.85,7.19768762588501,2.3665707111358643,120705
120711,ICICI Prudential Regular Savings Fund - Direct Plan -  Growth,Unrated,EQ-S Pharma,7/9/2018,0.21,-,1458.5,-,-,-,-,-,-1.295474648475647,28.970237731933594,120711
120715,UTI - Long Term Equity Fund (Tax Saving) - Direct Plan - Growth Option,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,6.091638088226318,-24.711259841918945,120715
120716,UTI - NIFTY Index Fund-Growth Option- Direct,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,-3.3688671588897705,-35.94292449951172,120716
120718,UTI - Short Term Income Fund -Institutional Growth Option- Direct,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,-0.5543679594993591,25.43067741394043,120718
120722,ICICI Prudential Select Large Cap Fund - Direct Plan -  Growth,Unrated,EQ-MLC,2/21/2019,-,-,-,-,-,-,-,-,0.8396194577217102,-30.52485466003418,120722
120724,UTI CCP Advantage Fund - Growth- Direct,* * *,EQ-S BANK,1/1/2013,1.55,-7.3,652.84,0.82,0.98,-1.73,21.38,19.93,1.6519864797592163,-21.257247924804688,120724
120726,UTI Mid Cap Fund-Growth Option- Direct,* *,EQ-MC,1/1/2013,1.39,-18,3588.86,0.33,0.91,-3.74,11.12,20.03,11.265931129455566,-21.22844696044922,120726
120728,UTI Infrastructure Fund-Growth Option- Direct,* *,EQ-S INFRA,1/1/2013,1.83,-18.16,1267.18,0.43,1.04,1.8,12.78,14.29,12.076844215393066,-34.15537643432617,120728
120731,UTI-Transpotation and Logistics  Fund-Growth Option- Direct,* *,EQ-VAL,1/1/2013,1.41,-3.34,4298.67,0.59,0.78,-3.06,13.8,12.44,11.087634086608887,-21.483675003051758,120731
120733,UTI Banking Sector Fund-Growth Option- Direct,* * *,EQ-S BANK,1/1/2013,1.55,-7.3,652.84,0.82,0.98,-1.73,21.38,19.93,17.29572296142578,-35.455078125,120733
120735,UTI - Treasury Advantage Fund - Institutional-Growth- Direct,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,-14.964211463928223,29.49830436706543,120735
120743,ICICI Prudential Income - Direct Plan - Growth,Unrated,EQ-MLC,10/10/2014,-,-9.53,42.32,0.66,0.73,0.96,15.99,-,19.266210556030273,24.245758056640625,120743
120746,UTI - FLOATING RATE STP-GROWTH-direct,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,-14.60828685760498,30.037891387939453,120746
120749,UTI-Dividend Yield Fund.-Growth-Direct,* *,EQ-VAL,1/1/2013,1.41,-3.34,4298.67,0.59,0.78,-3.06,13.8,12.44,5.52645206451416,-33.33119201660156,120749
120751,UTI Opportunities Fund-Growth Option-Direct,Unrated,EQ-LC,6/22/2018,0.27,-,301.36,-,-,-,-,-,-0.9505732655525208,-32.6408576965332,120751
120754,ICICI Prudential Short Term - Direct Plan - Growth Option,Unrated,EQ-LC,9/18/2017,0.24,5.44,14.44,-,-,-,-,-,2.631500720977783,25.462989807128906,120754
120760,UTI - Wealth Builder Fund - Growth Option-Direct,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,2.285656690597534,-35.193843841552734,120760
120762,UTI Dynamic Bond Fund - Direct Plan - Growth Option,Unrated,EQ-T DIV Y,1/1/2013,1.53,-2.3,2455.47,0.97,0.96,-1.35,15.96,14.03,13.85987663269043,18.23632049560547,120762
120764,UTI Income Opportunities Fund  - Growth Option-Direct,Unrated,EQ-S Pharma,1/1/2013,1.6,-6.28,434.03,-0.76,0.73,2.4,-0.62,7.88,-1.2007945775985718,28.382633209228516,120764
120770,UTI Energy Fund-Growth Option-Direct,Unrated,EQ-T DIV Y,1/1/2013,1.53,-2.3,2455.47,0.97,0.96,-1.35,15.96,14.03,20.482959747314453,-29.952953338623047,120770
120779,UTI - MIS-ADVANTAGE-GROWTH-Direct,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,6.9289445877075195,0.18232297897338867,120779
120782,UTI Pharma & Healthcare Fund-Growth Option- Direct,Unrated,EQ-LC,6/22/2018,0.27,-,301.36,-,-,-,-,-,-9.533059120178223,6.308982849121094,120782
120785,UTI - G-Sec Fund-STP Growth- Direct,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,-10.957625389099121,23.847206115722656,120785
120792,UTI - GILT ADVANTAGE-LONG TERM-GROWTH- Direct,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,17.28219985961914,22.218517303466797,120792
120795,UTI Spread Fund - Growth Option- Direct,Unrated,EQ-LC,6/22/2018,0.27,-,301.36,-,-,-,-,-,-26.868186950683594,11.097596168518066,120795
120819,Escorts Balanced Fund-Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67,-0.5451363921165466,-25.283214569091797,120819
120821,Escorts Gilt Plan-GROWTH OPTION-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67,-10.702356338500977,13.478606224060059,120821
120822,Escorts Growth Plan-DIVIDEND OPTION-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67,6.805528163909912,-33.14613342285156,120822
120823,Escorts Growth Plan-GROWTH OPTION-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67,11.920271873474121,-20.216320037841797,120823
120826,Escorts High Yield Equity Plan - Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67,9.72529125213623,-8.5054931640625,120826
120828,Escorts Income Bond-Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67,-22.985322952270508,29.15237045288086,120828
120830,Escorts Income Plan-Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67,-8.929739952087402,21.971378326416016,120830
120833,Escorts Infrastructure Fund - Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67,19.3424072265625,-29.532386779785156,120833
120834,Escorts Leading Sectors Fund - Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67,11.666162490844727,-9.71755313873291,120834
120837,Escorts Liquid Plan-Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67,-25.543903350830078,17.2814884185791,120837
120841,Escorts Opportunities Fund-Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67,-4.956969738006592,-18.59357261657715,120841
120843,Escorts Power & Energy Fund - Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67,15.433989524841309,-30.981962203979492,120843
120845,Escorts Short Term Debt Fund-Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67,-22.699281692504883,23.691434860229492,120845
120847,Escorts Tax Plan-Growth Option-Direct Plan,Unrated,EQ-INTL,8/7/2013,0.92,10.43,43.86,0.54,-,-,12.67,8.67,8.474418640136719,-7.811581611633301,120847
120955,Reliance Yearly Interval Fund - Series 2 - Direct Plan - Growth Plan - Growth Option,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,-17.445667266845703,22.17008399963379,120955
121153,Indiabulls Income Fund - Direct Plan - Growth Option,* * * *,EQ-LC,1/1/2013,1.11,-0.6,293.48,0.9,1.03,0.36,17.63,14.79,10.674423217773438,23.878742218017578,121153
121279,IDFC Banking & PSU Debt Fund-Direct Plan- Growth Option,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-,-16.08795928955078,21.345476150512695,121279
121701,Reliance Yearly Interval Fund - Series 5 - Direct Plan - Growth Plan - Growth Option,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,-15.395682334899902,21.649078369140625,121701
122389,MOF25- Direct Plan Growth Option,* * * * *,EQ-ELSS,12/28/2015,0.32,-0.25,1315.23,1.31,0.99,6.53,24.31,-,15.560142517089844,-21.905967712402344,122389
122639,Parag Parikh Long Term Equity Fund - Direct Plan - Growth,* * * * *,EQ-MLC,5/28/2013,1.41,3.79,1530.6,0.77,0.66,2.01,16.71,18.38,5.780440807342529,-10.68714714050293,122639
122646,Aditya Birla Sun Life Floating Rate Fund-Long Term Plan-Direct Plan-Growth,* * * * *,EQ-MLC,1/1/2013,1.07,-5.69,10035.35,0.93,0.98,2.38,18.24,19.83,-14.42412281036377,31.888824462890625,122646
122653,Reliance Yearly Interval Fund - Series 8 - Direct Plan - Growth Plan - Growth Option,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,-15.595526695251465,23.950963973999023,122653
122715,IIFL Dynamic Bond Fund Direct Plan Growth,* * * *,EQ-ELSS,1/1/2013,0.77,-13.3,1709.83,0.72,1.02,0.16,16.39,17.36,11.284921646118164,27.2758731842041,122715
122726,Reliance Yearly Interval Fund - Series 9 - Direct Plan - Growth Plan - Growth Option,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,-15.684616088867188,23.83142852783203,122726
123637,IDBI Equity Advantage Fund - Growth Direct,* * *,EQ-ELSS,9/10/2013,0.81,-4.33,594.85,0.56,0.84,-0.92,12.64,19.42,-0.9756530523300171,-6.186487674713135,123637
123654,ICICI Prudential Global Stable Equity Fund - Direct - Growth,* * *,EQ-MLC,1/1/2013,1.47,-5.3,611.6,0.89,0.8,0.31,14.02,12.92,-22.502948760986328,11.194328308105469,123654
123693,Kotak Banking and PSU Debt Direct - Growth,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9,-3.0919148921966553,20.655685424804688,123693
123704,Indiabulls Short Term Fund - Direct Plan - Growth Option,* * * *,EQ-LC,1/1/2013,1.11,-0.6,293.48,0.9,1.03,0.36,17.63,14.79,-7.025568008422852,33.01026916503906,123704
124175,DSP BlackRock Banking & PSU Debt Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-,1.4541428089141846,23.695436477661133,124175
124234,MOFUSTF -Direct Plan- Growth,* * * * *,EQ-ELSS,12/28/2015,0.32,-0.25,1315.23,1.31,0.99,6.53,24.31,-,-18.57876968383789,14.710010528564453,124234
124679,Reliance Interval Fund - II - Series 1 -Direct Plan -Growth Option,Unrated,EQ-LC,9/27/2018,-,-,622.07,-,-,-,-,-,-12.348499298095703,19.002838134765625,124679
124749,Reliance Interval Fund - II - Series 2 - Direct Plan - Growth Plan - Growth Option,Unrated,EQ-LC,9/27/2018,-,-,622.07,-,-,-,-,-,-7.712105751037598,22.55722999572754,124749
124753,Reliance Interval Fund - II - Series 3 - Direct Plan - Growth Plan - Growth Option,Unrated,EQ-LC,9/27/2018,-,-,622.07,-,-,-,-,-,-12.783686637878418,18.731624603271484,124753
124876,Reliance Interval Fund - II - Series 4-Direct Plan-Growth Plan -Growth Option,Unrated,EQ-LC,9/27/2018,-,-,622.07,-,-,-,-,-,-17.95116424560547,20.338220596313477,124876
125307,DHFL Pramerica Midcap Opportunities Fund - Direct Plan - Growth Option,*,EQ-MC,12/2/2013,1.29,-14.85,108.64,0.16,0.87,-5.49,9.63,11.66,13.883560180664062,-21.060890197753906,125307
125345,IIFL LIQUID FUND DIRECT PLAN  GROWTH,* * *,EQ-MLC,10/30/2014,0.96,-2.36,165.76,0.62,1.04,0.03,16.17,-,-19.198843002319336,17.21734619140625,125345
125497,SBI Small & Midcap - Direct Plan - Growth,Unrated,EQ-T PSU,1/1/2013,2.26,-25.61,153.87,-0.02,0.47,-4.09,6.44,6.07,14.181422233581543,1.3281505107879639,125497
125503,SBI Treasury Advantage Fund - Direct Plan - Growth,Unrated,EQ-S IT,1/1/2013,1.9,17.18,144.58,0.96,0.81,0.28,16.04,12.72,-15.174854278564453,25.738414764404297,125503
125597,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,* * * *,EQ-S BANK,12/14/2013,1.32,-3.77,1545.28,0.88,1.05,-0.97,23.04,24.12,1.8057458400726318,-8.573619842529297,125597
126353,Invesco India Feeder - Invesco Pan European Equity Fund - Direct Plan - Growth Option,* * * * *,EQ-VAL,1/1/2013,0.98,-5.39,3115.12,0.95,0.84,1.31,19.69,22.04,-14.746524810791016,-8.412622451782227,126353
126393,DSP BlackRock Dynamic Asset Allocation Fund - Direct Plan - Growth,Unrated,EQ-MLC,3/1/2018,-,-,72.84,-,-,-,-,-,12.4006986618042,3.6988954544067383,126393
126685,Canara Robeco Medium Term Opportunities Fund - Direct Plan - Growth,* *,EQ-S INFRA,1/2/2013,1.86,-20.86,115.01,0.13,0.92,-1.64,8.08,16.34,1.9133529663085938,23.4770450592041,126685
126940,UTI Banking & PSU Debt Fund- Growth Option - Direct,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,-9.342445373535156,16.414756774902344,126940
127042,MOF30-Direct Plan-Growth Option,* * * * *,EQ-ELSS,12/28/2015,0.32,-0.25,1315.23,1.31,0.99,6.53,24.31,-,15.882331848144531,-11.861437797546387,127042
127071,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Growth Direct,Unrated,EQ-INTL,2/24/2014,1.62,6.23,6.5,1.19,-,-,16.71,-,-10.628822326660156,-3.640108108520508,127071
127181,IDBI Credit Risk Fund Growth Direct,Unrated,EQ-S BANK,5/28/2018,0.46,-,163.59,-,-,-,-,-,-8.266043663024902,24.881641387939453,127181
127305,BNP Paribas Medium Term Income Fund - Direct Plan - Growth Option,* *,EQ-ELSS,1/1/2013,1.3,-5.73,448.28,0.44,0.95,-3.03,11.55,15.89,0.05154183879494667,23.289194107055664,127305
127850,BOIAXAEQUITY DEBT REBALANCER FUND DIRECT PLAN  GROWTH,* * *,EQ-ELSS,1/1/2013,1.66,-17.12,196.08,0.41,1.1,-2.44,14.22,14.59,10.053388595581055,-4.223118305206299,127850
128006,Kotak Medium Term Fund - Direct Growth,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65,1.276293158531189,26.53586196899414,128006
128051,HDFC Corporate Debt Opportunities Fund - Direct Option - Growth Option,* * *,EQ-VAL,1/1/2013,1.02,-7.45,4159.02,0.83,0.88,-0.63,17.94,18.06,1.014362096786499,25.224700927734375,128051
128236,IDBI DIVERSIFIED EQUITY FUND Growth Direct,* *,EQ-MLC,3/28/2014,0.98,-6.44,341.53,0.53,0.79,-1.53,11.64,-,-0.7597994208335876,-6.265720844268799,128236
128629,HDFC BANKING AND PSU DEBT FUND - Direct Plan - Growth Option,Unrated,EQ-S IT,1/1/2013,2.12,17.29,241.27,0.92,0.69,0.6,16.09,11.98,-2.5462677478790283,20.2250919342041,128629
129008,Franklin India Banking & PSU Debt Fund - Direct - Growth,* * * * *,EQ-S INFRA,1/1/2013,0.96,-10.59,1135.76,1.03,0.85,6.62,16.62,23.48,-0.0017704588826745749,24.77125358581543,129008
129046,MOF35-Direct Plan-Growth Option,* * * * *,EQ-ELSS,12/28/2015,0.32,-0.25,1315.23,1.31,0.99,6.53,24.31,-,11.541121482849121,-7.334417819976807,129046
129052,HDFC ARBITRAGE FUND WHOLESALE PLAN GROWTH OPTION DIRECT PLAN,Unrated,EQ-S IT,1/1/2013,2.12,17.29,241.27,0.92,0.69,0.6,16.09,11.98,-25.937482833862305,15.208647727966309,129052
129188,Invesco India Feeder - Invesco Global Equity Income Fund - Direct Plan - Growth,* * * * *,EQ-VAL,1/1/2013,0.98,-5.39,3115.12,0.95,0.84,1.31,19.69,22.04,-13.53308391571045,-6.519108772277832,129188
129193,HSBC Managed Solutions - Moderate - Growth Direct,* * *,EQ-LC,1/1/2013,1.76,-3.33,676.78,0.73,1.08,-1.1,15.94,13.54,2.870732069015503,-9.926609992980957,129193
129197,HSBC Managed Solutions - Convervative - Growth Direct,* * *,EQ-LC,1/1/2013,1.76,-3.33,676.78,0.73,1.08,-1.1,15.94,13.54,11.909444808959961,7.226932048797607,129197
129200,HSBC Managed Solutions - Growth - Growth Direct,* * *,EQ-LC,1/1/2013,1.76,-3.33,676.78,0.73,1.08,-1.1,15.94,13.54,2.285815954208374,-12.429356575012207,129200
129201,HSBC Managed Solutions - Growth - Dividend Direct,* * *,EQ-LC,1/1/2013,1.76,-3.33,676.78,0.73,1.08,-1.1,15.94,13.54,2.285799741744995,-12.430200576782227,129201
129212,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Direct Plan Growth,* *,EQ-S INFRA,1/1/2013,2.61,-22.27,564.81,0.28,0.96,0.27,11.1,15.86,-2.8093149662017822,-24.638832092285156,129212
129220,L&T Emerging Businesses Fund - Direct Plan - Growth,* * * *,EQ-SC,5/12/2014,0.85,-17.97,5465.16,0.8,0.84,9.34,21.1,-,-2.203896999359131,-16.46250343322754,129220
129312,ICICI Prudential Dividend Yield Equity Fund Direct Plan Growth Option,Unrated,EQ-T DIV Y,5/16/2014,1.79,-16.18,177.54,0.82,1,-2.05,14.82,-,-0.18874616920948029,-12.94598388671875,129312
129440,Franklin India Feeder - Franklin European Growth Fund - Direct - Growth,* * *,EQ-MLC,1/1/2013,1.12,-4.34,11304.13,0.69,0.9,-1.17,13.59,17.71,-13.741888046264648,-9.379884719848633,129440
129441,Franklin India Feeder - Franklin European Growth Fund - Direct - Dividend,* * *,EQ-MLC,1/1/2013,1.12,-4.34,11304.13,0.69,0.9,-1.17,13.59,17.71,-13.741891860961914,-9.379889488220215,129441
129649,Union Small Cap Fund - Direct Plan - Growth Option,* *,EQ-SC,6/10/2014,2.2,-24.7,303.75,0.04,0.79,-2.28,7.6,-,-5.117951393127441,-17.079174041748047,129649
130050,Reliance Corporate Bond Fund - Direct Plan - Growth Option,Unrated,EQ-T Consumption,1/1/2013,1.23,-10,74.66,0.02,0.83,-6.03,8.2,12,3.2729859352111816,25.301206588745117,130050
130206,Edelweiss Arbitrage Fund- Direct Plan- Growth Option,Unrated,EQ-INTL,1/3/2013,2.06,0.25,33.83,1.66,-,-,20.01,-2.14,-26.175382614135742,10.76411247253418,130206
130314,Axis Fixed Income Opportunities Fund - Direct Plan - Growth,Unrated,EQ-MLC,7/28/2017,-,5.97,89.87,-,-,-,-,-,-1.8898297548294067,27.582839965820312,130314
130450,L&T Arbitrage Opportunities Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/1/2013,1.21,-3.08,33.93,0.62,-,-,1.02,-4.31,-26.539844512939453,10.898456573486328,130450
